order_id,product_id,qty,item_price
O3XO6SSK7,PQW6GBKFV,2,23.21
OO5RJ0M0E,PI88PO6EM,3,48.28
OO5RJ0M0E,PJUE8Q53M,1,25.81
OO5RJ0M0E,PZBSCA62H,2,93.99
OO5RJ0M0E,P7TM7G205,1,45.51
ORTC01601,PFH554AQ9,3,20.49
ORTC01601,P4P82NPJR,3,67.39
ORTC01601,PP949RVCB,3,63.1
ORTC01601,PDGCMFXUH,2,96.42
ORTC01601,PTM7V3ZSI,1,43.81
ORTC01601,PEV2QP6B8,3,44.36
ORTC01601,PNR9HQT70,1,93.78
ORTC01601,PWDAKG8V2,2,36.4
O786UJE15,PVG691HIN,3,21.81
O786UJE15,PP7ZR9W51,2,61.67
O786UJE15,PHTRKL6NE,1,109.46
O786UJE15,PR7RC21C2,2,49.64
O786UJE15,P1LAPF5J5,2,65.44
O786UJE15,PQW6GBKFV,2,23.21
OIQNHFP0G,PA6RT4G7H,2,92.15
OIQNHFP0G,P2F7M5YG5,3,57.33
OIQNHFP0G,PMDR1A54H,2,40.07
OIQNHFP0G,PULLHPDMF,1,47.72
O699CXXAT,PFRP8ML67,2,47.85
O8TPVPCDF,PUHICHMRS,1,59.59
O8TPVPCDF,PCQLSUDA7,1,41.4
O8TPVPCDF,PK3610R9V,1,56.26
O8TPVPCDF,PPRGTNK88,2,64.24
O8J2QKZFK,P8Y21Z5XM,1,39.13
O8J2QKZFK,PBHUU33DL,2,41.53
O8J2QKZFK,PQMQH81NX,1,68.73
O8J2QKZFK,PCY7T5N9C,2,42.74
O8J2QKZFK,PQYL1BI0F,2,40.6
O8J2QKZFK,PX5JGZQUL,3,82.73
OSCJZX5WJ,P2CZ6NYV8,3,34.28
OSCJZX5WJ,PCU4HC8L2,1,211.44
OSCJZX5WJ,PLVAFTAXE,3,15.73
OLU6FVXBS,PX99XTW1E,1,38.1
OLU6FVXBS,P71G71YLQ,2,45.12
OLU6FVXBS,P1QB2QLBT,1,17.45
OLU6FVXBS,PO26FLRGM,3,37.53
O203DQ2T4,PHR22X1R8,2,75.16
O203DQ2T4,PZI3HVJSG,3,47.79
O7VJJDQ3W,PYUQYJZRS,2,43.38
O7VJJDQ3W,PXCYSJZCL,3,44.52
O7VJJDQ3W,PKB48W6ZM,2,47.82
O7VJJDQ3W,PLQAZQ3DF,2,62.46
O7VJJDQ3W,P5ZREAHJR,2,81.24
O7VJJDQ3W,P5ZMH7B6K,2,41.71
O5Y0VWSK7,P2MCJ7CM0,1,75.26
O5Y0VWSK7,PGXSZRDLR,3,43.36
OZPME7IPZ,PIBPUWFHK,1,57.74
OZPME7IPZ,PHZT5QVIL,1,55.8
OAQL22KH2,PLQAZQ3DF,1,62.46
OAQL22KH2,PV8M2LDJU,3,26.59
OAQL22KH2,PMVEGYWT6,2,68.9
OYKMBG6ZW,PZD3ZOCZJ,1,47.33
OLIPL9XR0,P8O8XJKMZ,3,78.98
OOEBZ5790,P1KCGLNXL,2,32.97
OOEBZ5790,P1LAPF5J5,2,65.44
OOEBZ5790,PXUIL2CZJ,3,48.74
OOEBZ5790,PW96OUCJ8,3,19.51
OOEBZ5790,P0NXS2R1Z,3,48.0
OOEBZ5790,PPRGTNK88,1,64.24
OFFGEJ918,PMVEGYWT6,2,68.9
OFFGEJ918,PHO2WHAZP,3,80.39
OFFGEJ918,PMGVMCV7Y,3,39.39
OFFGEJ918,PGKTLMZX0,3,46.69
OFFGEJ918,PGXSZRDLR,2,43.36
O7Q5L7KHS,PYL0L8CAN,3,31.7
O7Q5L7KHS,PVSWJKKW6,1,14.14
O7Q5L7KHS,PAKYYJC6F,3,49.07
OUQOE5V1K,P7BJXMFQJ,2,40.87
OUQOE5V1K,PAL2MAIN6,2,55.23
OUQOE5V1K,PADXIRHVA,1,74.53
OUQOE5V1K,PMVEGYWT6,3,68.9
OUQOE5V1K,PQ8OTQSQH,1,46.94
OJZUSVEVP,PWDAKG8V2,1,36.4
OJZUSVEVP,PPF7ND872,3,35.35
OJZUSVEVP,P4NY2AOZ7,3,34.46
OJZUSVEVP,PFE9I9Z6D,3,61.18
OJZUSVEVP,P7VNMHGTN,3,49.7
OJZUSVEVP,PSWOG78DC,2,40.58
O0QPIT720,PA6RT4G7H,1,92.15
O0QPIT720,PVEO6QKZ8,3,76.62
O6GJ883DB,PQWNHMVTI,1,73.83
O6GJ883DB,PVEO6QKZ8,1,76.62
O6GJ883DB,PT89BCX85,3,59.16
O6GJ883DB,PRHRZQJWL,2,40.39
OI7LAOXY5,PHGRICAJ0,2,87.37
OYUOHS7AX,PBQD2QR4E,2,29.56
OYUOHS7AX,PXABR6AAO,3,50.97
OYUOHS7AX,PCY7T5N9C,2,42.74
OE1KWUZKW,P9SDUP2N4,2,27.28
OE1KWUZKW,PGXSZRDLR,3,43.36
OE1KWUZKW,PQMLDUS66,1,78.05
OE1KWUZKW,PUZA2SQO6,2,56.5
OPWKTVMCX,PCJ3Y1WXM,1,123.41
OPWKTVMCX,P7BJXMFQJ,2,40.87
OPWKTVMCX,P7BJXMFQJ,1,40.87
OMV5SY9GH,PHO2WHAZP,3,80.39
OMV5SY9GH,P2MCJ7CM0,3,75.26
OHI7BBZLT,P4JH3V05V,1,75.48
OHI7BBZLT,PGF60LK4W,3,44.48
OHI7BBZLT,P4JH3V05V,3,75.48
OHI7BBZLT,PCPOJ8NAP,2,17.46
OCH8I4CBL,PGKTLMZX0,1,46.69
OCH8I4CBL,PSO7U6JD5,2,55.58
OCH8I4CBL,PLFJXU5TT,2,53.4
OCH8I4CBL,PHVQSNMMV,3,61.96
OZ3FO98AM,P6IJM4NPB,3,71.01
OO2WDEXRE,PYGGP2JW6,2,41.35
OO2WDEXRE,PIBPUWFHK,1,57.74
OO2WDEXRE,P0G9RE508,2,64.1
O77OGYVJN,PHTRKL6NE,3,109.46
O77OGYVJN,P1NO0KHQY,1,39.98
O77OGYVJN,PN5CDYY60,2,26.17
OD0I5QP8D,PH5REB6SO,3,85.25
OD0I5QP8D,P7VNMHGTN,1,49.7
OJ9SB32IR,PN5CDYY60,3,26.17
OJ9SB32IR,P2MCJ7CM0,2,75.26
OJ9SB32IR,PZY5JXSAU,3,64.86
O8GCZU3NY,PUK97LXPL,2,53.65
ONORNCH27,PQEC3F6Y6,1,34.76
ONORNCH27,PDL1TRTYK,2,48.8
ONORNCH27,PXCYSJZCL,1,44.52
ONORNCH27,PTT7U356X,3,80.65
OKDVOO4Z0,PDSKXEEES,2,54.23
O3KPJUZU6,PANG1FAN7,2,37.8
O3KPJUZU6,PI75WW4E4,2,62.4
O3KPJUZU6,PGSSGB51W,2,70.2
O4XPNVRR9,PYOKIYCYT,1,54.34
OC2E9FE10,PQJIHLO01,2,83.92
OC2E9FE10,PPF7ND872,2,35.35
O23N47BZ3,P5ZREAHJR,3,81.24
O23N47BZ3,PDA0IC8EL,3,31.3
OESVOE2TL,PQQ2Y05JB,3,41.86
OWIFYGLEO,PSVQBI3F6,3,25.94
OWIFYGLEO,P04VGHM4A,3,46.53
OWIFYGLEO,PQJIHLO01,1,83.92
O72ZQJ384,PTM7V3ZSI,2,43.81
O2U11W8F8,PT3APIZUV,1,55.43
O2U11W8F8,P9OOZ1CWT,2,50.6
O2U11W8F8,PLZGUV52F,1,124.78
O2U11W8F8,PN0PMK0CV,3,28.84
OPEGIHRPR,PWDAKG8V2,3,36.4
OPEGIHRPR,PX1A3XVSX,2,31.07
ON85B26FS,PULLHPDMF,2,47.72
ON85B26FS,P5K8I3EXX,2,72.66
ORTDCF5QN,PYL0L8CAN,3,31.7
ORTDCF5QN,PER01X30R,3,106.54
ORTDCF5QN,P15ZVBQ89,3,64.41
O8GP88HEO,P3H5EQINZ,1,42.9
ORZV30JDS,POZQGPPEF,2,26.87
OXS39OWSM,PH5SA0POC,2,114.87
OU4ELJRDR,P58SQDZOX,2,108.96
OU4ELJRDR,PJM6PUPHI,3,29.97
OU4ELJRDR,PZY5JXSAU,3,64.86
OU4ELJRDR,PK3LRO821,2,98.17
O98V6PDT3,PHR22X1R8,3,75.16
ORUZNTRE7,P0IW9KAXW,1,43.9
ORUZNTRE7,PERQDN4BG,3,23.57
OSLQNAVY3,PMYIWCGWQ,3,58.51
OSLQNAVY3,PPHS5YGI1,2,55.42
O2NO9TPAS,PEWMRG4E7,2,22.35
O2NO9TPAS,PSCO545KJ,3,44.44
OIWCCDHRJ,PQYL1BI0F,1,40.6
OKMUPJG9Z,PWNLLQ0DR,3,42.52
OKMUPJG9Z,PSVQBI3F6,2,25.94
OQ0XPM1WF,PHMWFEFMT,1,37.72
OQ0XPM1WF,PPF7ND872,1,35.35
OQ0XPM1WF,PKB48W6ZM,3,47.82
OQ0XPM1WF,PCU4HC8L2,3,211.44
OKDUXVZQ6,PJYZZK31D,3,34.61
OTKUDHO9E,PGYV3IH59,1,21.01
OTKUDHO9E,PFJULE9V4,2,57.38
OTKUDHO9E,P535IKAE3,3,73.44
OG8AC7DVT,PH5REB6SO,2,85.25
OG8AC7DVT,PZ2CXWUF9,1,74.88
OXMLBIAKN,PU0NU04K9,1,52.03
OCSSD56OA,PHO2WHAZP,3,80.39
OP19KOOZS,P2VG1IWU2,3,89.16
OP19KOOZS,PCU8FMGPI,2,48.92
OP19KOOZS,P2F7M5YG5,2,57.33
OPSO9JCK6,PQW6GBKFV,3,23.21
OJOPKAU45,PMQ6Q6QXL,1,35.09
OFQ7OJS6W,PVTQ6VL5N,3,47.24
OFQ7OJS6W,PQMQH81NX,2,68.73
OFQ7OJS6W,PBQD2QR4E,2,29.56
OL4STM0C2,PME5ZKAVO,1,37.92
OL4STM0C2,PJUE8Q53M,1,25.81
OL4STM0C2,PU0NU04K9,3,52.03
O4Q01A3LD,PHTRKL6NE,1,109.46
OYT93EGJF,P8DEWV7XW,2,61.57
OYT93EGJF,PH5SA0POC,3,114.87
OYT93EGJF,PDSKXEEES,3,54.23
OXKYZOP8U,PYZ2CKOT1,2,64.67
OXKYZOP8U,PBCZC31UL,3,36.11
O37MXOFXJ,PDGCMFXUH,1,96.42
O37MXOFXJ,PT0ITP2VZ,3,43.61
OALXI2XKY,PHVUQOC1P,1,57.26
OARRUNRDY,PWNLLQ0DR,2,42.52
OJC7N6DDC,P0NCYCXDG,3,38.75
OJC7N6DDC,P58SQDZOX,2,108.96
OJC7N6DDC,P2CZ6NYV8,3,34.28
OL605JSP3,PQVS59EXX,2,66.65
OVJ932R19,PSVQBI3F6,3,25.94
OSOVF8TUS,P7VNMHGTN,2,49.7
OSOVF8TUS,P1NO0KHQY,2,39.98
OSOVF8TUS,P7ENOOH1I,2,41.28
OJWONUJC3,PNR9HQT70,2,93.78
OWKANHAQT,PYXCW5EKP,2,23.65
OZ67G4L20,PQYL1BI0F,2,40.6
OW72LGCVU,PFRP8ML67,1,47.85
OW72LGCVU,PQQ2Y05JB,1,41.86
OW72LGCVU,PCJ3Y1WXM,3,123.41
OW72LGCVU,PUHICHMRS,3,59.59
ODDYC46K1,PPF7ND872,1,35.35
ODDYC46K1,P1LAPF5J5,2,65.44
ODDYC46K1,PHZT5QVIL,2,55.8
OQ5CR1M5G,PFRP8ML67,2,47.85
OQ5CR1M5G,PP7ZR9W51,3,61.67
OQ5CR1M5G,PMYIWCGWQ,3,58.51
OQ5CR1M5G,PYL0L8CAN,1,31.7
OQ5CR1M5G,PJM6PUPHI,3,29.97
O5MHW8N9U,PGSSGB51W,2,70.2
O5MHW8N9U,PGSSGB51W,3,70.2
OUPVEL5P8,PYXCW5EKP,1,23.65
O6JB424Z5,PFRP8ML67,2,47.85
O6JB424Z5,PC4FHUS8J,2,41.37
O6JB424Z5,PH25FES2M,1,67.05
O6JB424Z5,P9JBVW13M,1,39.92
OH9CCRFVM,PN15OHFRJ,1,62.95
OH9CCRFVM,PK83NF122,2,70.15
ONNLNNHLL,PGF60LK4W,2,44.48
ONNLNNHLL,PSCO545KJ,1,44.44
ONNLNNHLL,PLOI0JAS6,3,52.83
ONNLNNHLL,P04VGHM4A,2,46.53
ONNLNNHLL,PBCZC31UL,3,36.11
ONNLNNHLL,PNR9HQT70,3,93.78
ONNLNNHLL,PI88PO6EM,3,48.28
ONFJXV0I6,PT0ITP2VZ,3,43.61
ONFJXV0I6,PX3QVAA2V,1,120.96
ONFJXV0I6,PBN6J2QU0,3,54.28
O388FKX2T,PBI0RS00Q,2,26.29
O388FKX2T,PFL5IN04D,1,42.75
OO6WC0TJO,PBQD2QR4E,1,29.56
O1WN63V6P,P4P82NPJR,3,67.39
OGVQHDC49,PI75WW4E4,3,62.4
OV9YRIZBJ,P4P82NPJR,1,67.39
OV9YRIZBJ,PW4ZJ5IFB,1,85.88
OTZ2VFJ0N,PQ9AZMZ3P,1,41.14
OTZ2VFJ0N,P3H5EQINZ,3,42.9
O9G9CMY1N,P7VNMHGTN,3,49.7
O9G9CMY1N,PCC3NI7SV,2,44.37
O9G9CMY1N,P0LOGWY58,3,36.24
OQ0GG6A02,PCPOJ8NAP,2,17.46
OQ0GG6A02,PQWNHMVTI,1,73.83
OQ0GG6A02,PYXCW5EKP,3,23.65
O6LQ1H2XT,PYUQYJZRS,1,43.38
O6LQ1H2XT,P3H5EQINZ,2,42.9
OPBUVYXZA,PKZVUAKQ8,2,43.11
OPBUVYXZA,PPRGTNK88,2,64.24
O11VGCU2L,PG7FIZUQP,1,50.32
O11VGCU2L,PQW6GBKFV,1,23.21
O11VGCU2L,P42QO46D2,2,49.72
OU7CZ7FJG,P3YC7JZ1B,2,69.35
OD4TYD8QN,P2VG1IWU2,2,89.16
OD4TYD8QN,PTLGX5NNU,2,47.51
OD4TYD8QN,PADXIRHVA,1,74.53
OJM5FTSJC,PMGVMCV7Y,1,39.39
OSWL3F72G,P4CBM0G5F,1,81.29
OSWL3F72G,PBN6J2QU0,3,54.28
OSWL3F72G,PY1IECLAO,2,66.26
O0MP3XGKD,PAZ1KIFN5,2,93.33
O0MP3XGKD,PAKYYJC6F,3,49.07
O0MP3XGKD,PGF60LK4W,1,44.48
O3HXF4715,PPZOY3DXW,1,52.46
OJH3Q5WNH,PNL6Z6R0E,2,46.02
OJH3Q5WNH,PK83NF122,1,70.15
OQHHT0RIV,P7TM7G205,1,45.51
OQHHT0RIV,PZ4A98ZQ2,2,51.5
OCRVZADCN,PBCZC31UL,2,36.11
OCRVZADCN,PMFHBT9U3,2,26.31
OCRVZADCN,P2MCJ7CM0,1,75.26
O9FWINXGI,PT0ITP2VZ,2,43.61
O9FWINXGI,PC4FHUS8J,2,41.37
O9FWINXGI,PHR22X1R8,1,75.16
O9FWINXGI,P1R711YAV,1,55.94
OT87LFFFM,P5K8I3EXX,2,72.66
OT87LFFFM,POZQGPPEF,3,26.87
ODSKLBG8L,PFVP9NK3D,3,49.97
ODSKLBG8L,PZ4A98ZQ2,2,51.5
ODSKLBG8L,PFJULE9V4,1,57.38
ODSKLBG8L,P1KCGLNXL,2,32.97
OYEY2563J,PW96OUCJ8,1,19.51
O6O13FWQ9,PK3LRO821,2,98.17
OOCF0ZZJS,PBQD2QR4E,1,29.56
OOCF0ZZJS,PERQDN4BG,1,23.57
OOCF0ZZJS,PKZVUAKQ8,1,43.11
OOCF0ZZJS,PGLX7TDZO,3,73.69
O9RDSTE6W,PN2UAGJFQ,2,45.53
OV0OPVYOE,P3H5EQINZ,3,42.9
OV0OPVYOE,PFL5IN04D,2,42.75
OM2S228O3,PUHICHMRS,1,59.59
OM2S228O3,PT3Q5GEPK,3,16.79
OM2S228O3,PY72NS3DU,3,157.88
OWKQEKY8J,PGKTLMZX0,3,46.69
OWKQEKY8J,PWDAKG8V2,2,36.4
OWKQEKY8J,PKRW2EWAF,3,39.78
O3SKHW3YC,PSP3ER95F,3,26.48
O3SKHW3YC,PPZOY3DXW,3,52.46
O3SKHW3YC,PI7FRTYT8,3,57.87
O3SKHW3YC,PK3610R9V,2,56.26
O3SKHW3YC,P1LAPF5J5,2,65.44
O3SKHW3YC,PDATN73LM,1,36.88
O3SKHW3YC,P2CZ6NYV8,3,34.28
OMHSOB0B3,PX4BTJ10R,2,60.71
OMHSOB0B3,PTVUY3PTN,3,91.12
OLNO7W3W5,PT89BCX85,1,59.16
OLNO7W3W5,PK3LRO821,2,98.17
OLNO7W3W5,PC4FHUS8J,1,41.37
OTRPVTG9T,PMDR1A54H,2,40.07
O1XEI3GP2,PT3Q5GEPK,1,16.79
O1XEI3GP2,PAL8MJ05Y,3,73.39
O1XEI3GP2,PMFHBT9U3,1,26.31
O1XEI3GP2,P9E8CKR2Y,2,43.43
O1XEI3GP2,P00W40R9K,3,49.52
O1AL3HXJD,PTM7V3ZSI,3,43.81
O1AL3HXJD,PZI3HVJSG,2,47.79
O1AL3HXJD,PWNLLQ0DR,1,42.52
OJACEO70O,P00W40R9K,1,49.52
OBR1LDPPQ,PBCZC31UL,2,36.11
O45APU5RJ,PAKYYJC6F,2,49.07
ONOEF478A,PEV2QP6B8,3,44.36
ONOEF478A,PPRVL2L4D,1,41.58
ONOEF478A,P5ZREAHJR,2,81.24
ONOEF478A,PI1XB0Z9D,1,44.61
ONOEF478A,PVTQ6VL5N,1,47.24
ONOEF478A,PW96OUCJ8,3,19.51
OWWS63M7L,PVSWJKKW6,1,14.14
OWWS63M7L,PPRVL2L4D,2,41.58
OWWS63M7L,POS698FZ3,3,51.64
OG1AHI2B2,PME5ZKAVO,2,37.92
O69UPJXMN,P9OOZ1CWT,3,50.6
OJ4GODAK4,PERQDN4BG,2,23.57
OJ4GODAK4,PA6RT4G7H,2,92.15
O6C06HSAL,PNLF8ORPB,2,104.0
O6C06HSAL,PQMQH81NX,1,68.73
O6C06HSAL,PITG650EO,2,35.22
O6C06HSAL,PH5SA0POC,3,114.87
OIOUJSJ9H,PU8AR8VJJ,3,28.53
OIOUJSJ9H,PUK97LXPL,1,53.65
OIOUJSJ9H,PDN5IYXE7,1,58.23
O77VVTNYJ,PX99XTW1E,1,38.1
OF95GQOGW,P7RPSS60B,2,44.37
OWZUXEQEX,PZ4A98ZQ2,1,51.5
O1BERNLO9,P04VGHM4A,3,46.53
O1BERNLO9,PHVQSNMMV,2,61.96
OZD6D4F62,PDSKXEEES,3,54.23
OW8CWAR6B,PDN5IYXE7,1,58.23
OW8CWAR6B,PDY2DET5C,1,67.21
OW8CWAR6B,PUZA2SQO6,1,56.5
OW8CWAR6B,PI7FRTYT8,3,57.87
OYUK3AW0V,PU43RSXJS,3,83.83
OYUK3AW0V,P7RPSS60B,1,44.37
ODLXAQ9C9,P5ZREAHJR,1,81.24
ODLXAQ9C9,PB8F2Q5QK,2,63.67
ODLXAQ9C9,P0NXS2R1Z,2,48.0
ONHRYIOU0,PQF92N3QM,3,56.26
OCJOJHH3F,P1R711YAV,1,55.94
OCJOJHH3F,P1QB2QLBT,3,17.45
OIHP3HO1X,PGWOUCP7R,3,36.25
OIHP3HO1X,PZ2CXWUF9,2,74.88
OIHP3HO1X,PRT00E0FX,3,81.94
OIHP3HO1X,PQEC3F6Y6,2,34.76
O0IXXO7ZA,P4D689O1L,2,30.65
O0IXXO7ZA,P4TGOTMB0,2,35.53
O0IXXO7ZA,PHZT5QVIL,2,55.8
OJCN3ASDS,PGLX7TDZO,2,73.69
OD9C9HT2Q,P4RKMEEQW,3,24.93
OD9C9HT2Q,PZY5JXSAU,3,64.86
OD9C9HT2Q,PFVP9NK3D,1,49.97
OD9C9HT2Q,P6ODPYN2Q,3,35.58
OXQP94ZHO,P4RKMEEQW,1,24.93
O0LT4SQYN,PQSK6EODB,1,51.36
OYGOYOLIE,PXM2WRJ4T,2,93.07
OKFHUON9W,P485FP53X,2,67.74
OKFHUON9W,PI1XB0Z9D,2,44.61
OKFHUON9W,PN5CDYY60,1,26.17
O6NO6J9KE,PP7ZR9W51,3,61.67
OC1HTJF46,PL1GEZTGW,1,33.01
OC1HTJF46,PSVQBI3F6,1,25.94
OC1HTJF46,PU8AR8VJJ,2,28.53
O3YZULD4P,PP7ZR9W51,3,61.67
O3YZULD4P,PNUDYW970,1,62.5
OLPJNN5EG,P7RPSS60B,1,44.37
OLPJNN5EG,P9OOZ1CWT,2,50.6
OLPJNN5EG,PXUIL2CZJ,3,48.74
OATI07YZX,PLOI0JAS6,3,52.83
O2QUHRKJ8,PNR9HQT70,3,93.78
O2QUHRKJ8,PDN5IYXE7,1,58.23
OXXV1NHSY,P9Q3ZR14O,2,168.18
OXXV1NHSY,PTBIHBU77,2,37.12
OXXV1NHSY,PMC7B3PEW,1,27.4
OXXV1NHSY,PER01X30R,3,106.54
OEARUM5HI,P00W40R9K,1,49.52
O2YBBWLML,P1R711YAV,1,55.94
O2YBBWLML,P7M1AJLAE,3,81.8
O2YBBWLML,P4NY2AOZ7,3,34.46
O2YBBWLML,PQWNHMVTI,1,73.83
OPLGDL8TJ,PFH554AQ9,1,20.49
OPLGDL8TJ,P4JH3V05V,1,75.48
OPLGDL8TJ,PGVQUJ2D9,1,90.32
OPLGDL8TJ,PU43RSXJS,3,83.83
OMDG30U6Q,PGXSZRDLR,1,43.36
OK4R1QR17,PCU4HC8L2,1,211.44
OK4R1QR17,P6IJM4NPB,3,71.01
OK4R1QR17,PME5ZKAVO,3,37.92
OK4R1QR17,P4NCEP3PP,2,12.39
OFUG87C72,PGLX7TDZO,1,73.69
OFUG87C72,PMQ6Q6QXL,2,35.09
OFUG87C72,PIDNBS2T9,2,94.76
ORGPQP9BK,PDL1TRTYK,3,48.8
OQXAWYG7X,P5ZMH7B6K,2,41.71
OTVPY9DZT,P4CBM0G5F,2,81.29
OUPPW7G47,PULLHPDMF,1,47.72
OUPPW7G47,P78U2GUOU,1,74.65
OUPPW7G47,PX99XTW1E,1,38.1
OUPPW7G47,PDTBCMHPO,3,41.3
OUPPW7G47,PPHS5YGI1,2,55.42
OF4QU40Z9,P5ZREAHJR,1,81.24
OF4QU40Z9,PN15OHFRJ,1,62.95
OHAGSFD8I,PDL1TRTYK,3,48.8
OHAGSFD8I,PN15OHFRJ,3,62.95
OHAGSFD8I,POS698FZ3,3,51.64
OC5ZUL0US,PT3Q5GEPK,2,16.79
OC5ZUL0US,PG6VMO2LN,1,27.8
OC5ZUL0US,PSVQBI3F6,2,25.94
OXUNRBM0H,PGYV3IH59,1,21.01
OXUNRBM0H,PEV2QP6B8,1,44.36
OXUNRBM0H,PL1GEZTGW,1,33.01
OXUNRBM0H,PVTQ6VL5N,3,47.24
O2ONJWQQL,PFE9I9Z6D,2,61.18
O2ONJWQQL,PO3UAUO3M,2,68.44
OT8UGE4CF,P1QB2QLBT,1,17.45
OT8UGE4CF,PH5REB6SO,2,85.25
OT8UGE4CF,P9UAH5PSJ,1,45.26
OGR8HU65P,PTM7V3ZSI,1,43.81
OGR8HU65P,PUHICHMRS,2,59.59
OGR8HU65P,PVBHD8ZFI,1,56.42
O7TWOYNHB,PCY7T5N9C,3,42.74
ONMTZ23TK,PT89BCX85,1,59.16
O0OM5C9RV,PG6VMO2LN,2,27.8
OJT5666KZ,PN2UAGJFQ,3,45.53
O5YAOTE8L,PU0NU04K9,2,52.03
OAYZALI3Q,PN15OHFRJ,2,62.95
OAYZALI3Q,PHO2WHAZP,3,80.39
OAYZALI3Q,PSI1BK6OU,1,22.56
OAYZALI3Q,PPRGTNK88,3,64.24
OVJM5NY0F,P4NY2AOZ7,1,34.46
O3MVHX0OJ,PT3APIZUV,3,55.43
OFH63Z8EP,P4D689O1L,1,30.65
OLYAAG5W9,PN2WEA6Z2,1,46.75
OLYAAG5W9,PWNLLQ0DR,2,42.52
OLYAAG5W9,PAL8MJ05Y,2,73.39
OXMMD1L51,PDL1TRTYK,1,48.8
OXMMD1L51,PD402JJ43,3,41.27
OXMMD1L51,PQ8OTQSQH,1,46.94
OLMEIKBZV,PD402JJ43,2,41.27
OLMEIKBZV,PIYOV4JBG,3,53.21
OLMEIKBZV,PSP3ER95F,3,26.48
OK5EXTETK,PI1XB0Z9D,2,44.61
OPO5ASU4E,PFRP8ML67,2,47.85
OPO5ASU4E,PMDR1A54H,2,40.07
OPO5ASU4E,P7FS56DDK,1,37.56
OPO5ASU4E,PGLX7TDZO,2,73.69
OEA75B6GC,PXMT073KM,1,24.85
OEA75B6GC,P9SDUP2N4,2,27.28
OEA75B6GC,P58SQDZOX,2,108.96
OEA75B6GC,PDGCMFXUH,3,96.42
OGXPGWRDU,PDL0QFGCW,1,119.63
O9L32JY74,P3MCQYNBE,3,37.73
O9L32JY74,PH5CIHHWX,3,60.5
OTHJVJ58S,PWNLLQ0DR,1,42.52
OTHJVJ58S,P7TM7G205,3,45.51
OU9OBRV73,PCU4HC8L2,2,211.44
OU9OBRV73,P04VGHM4A,3,46.53
OU9OBRV73,PQEC3F6Y6,3,34.76
OI60KDJ19,PANG1FAN7,2,37.8
ONNC6Q32R,PL1GEZTGW,1,33.01
ONNC6Q32R,PI7FRTYT8,1,57.87
ONNC6Q32R,P8DEWV7XW,3,61.57
O88QMF4TE,P009MORPZ,1,28.74
OIU5PE3GQ,PMQ6Q6QXL,3,35.09
OIU5PE3GQ,PFJULE9V4,3,57.38
OIU5PE3GQ,P4CBM0G5F,1,81.29
OIU5PE3GQ,PDA0IC8EL,1,31.3
OIJ8LH9O4,PFH554AQ9,2,20.49
OIJ8LH9O4,PP7ZR9W51,3,61.67
OGRS10J68,PVXUL0BHV,2,39.63
OGRS10J68,P0G9RE508,2,64.1
OGRS10J68,PHVUQOC1P,1,57.26
OGRS10J68,PN0PMK0CV,2,28.84
OGRS10J68,PANG1FAN7,1,37.8
OJKRY5X6C,PITG650EO,1,35.22
OJKRY5X6C,PW96OUCJ8,1,19.51
OJKRY5X6C,PYZ2CKOT1,2,64.67
OJKRY5X6C,PYGGP2JW6,3,41.35
OWUY60IH1,P1LAPF5J5,2,65.44
OWUY60IH1,PU8AR8VJJ,3,28.53
OWUY60IH1,PE1FUZ9XH,2,84.83
OND1SRMZX,PN5CDYY60,2,26.17
OND1SRMZX,PCQLSUDA7,2,41.4
OND1SRMZX,P535IKAE3,1,73.44
OND1SRMZX,PGVQUJ2D9,3,90.32
OW2YOIBJY,PK8UWD6NE,1,42.51
OW2YOIBJY,P0G9RE508,3,64.1
OW2YOIBJY,PQWNHMVTI,1,73.83
OW2YOIBJY,P1NO0KHQY,2,39.98
OH1UJ39SX,PTM7V3ZSI,3,43.81
OEBI2VOHJ,P9E8CKR2Y,1,43.43
OEBI2VOHJ,P1R711YAV,1,55.94
OEW4P9OAY,PAZ1KIFN5,2,93.33
OEW4P9OAY,P7ENOOH1I,1,41.28
OI60ILBXR,PBHUU33DL,1,41.53
ODUJO7PFA,PQVS59EXX,3,66.65
ODUJO7PFA,PD29OF8WS,3,48.45
ODUJO7PFA,P8ZSCG5QO,3,68.56
ODUJO7PFA,PG6VMO2LN,1,27.8
O2S0TIRRE,PNR9HQT70,3,93.78
O22L1FM3H,P3RHIAYIF,2,86.59
O22L1FM3H,P667EUNMD,1,39.67
O22L1FM3H,PYOTD6ERS,2,92.21
O22L1FM3H,PY72NS3DU,2,157.88
OG14F4C25,P1QB2QLBT,2,17.45
O68AP1QJY,PD402JJ43,1,41.27
O68AP1QJY,PXUIL2CZJ,2,48.74
O68AP1QJY,PDA0IC8EL,3,31.3
O68AP1QJY,PMVEGYWT6,1,68.9
OAFB26D7J,PHO2WHAZP,3,80.39
ONXXT6E33,PFRP8ML67,1,47.85
ONXXT6E33,PPF7ND872,3,35.35
OV57JTL8P,PT3Q5GEPK,2,16.79
OV57JTL8P,PZD3ZOCZJ,1,47.33
OV57JTL8P,PY1IECLAO,3,66.26
OBDW4ETWO,P0NXS2R1Z,1,48.0
OBDW4ETWO,P7RPSS60B,2,44.37
OBDW4ETWO,POTG3ZUA5,2,60.43
OUMMHZ5XJ,P9JBVW13M,1,39.92
